Magnitude,Depth,Distance,BuildingAge,PopulationDensity,SoilType,Latitude,Longitude,SafeSiteLat,SafeSiteLng,RecommendedSite,RiskLabel
5.434510772507856,510.99881769297923,149.45602060220824,74.15552031175953,24563.117128769616,Sandy,-18.61238397258866,116.48195013843679,-18.617708544753455,116.48038254346311,Open Ground B,1
9.179642991664455,129.1583969190981,47.40888758102901,88.11018750963169,4443.565895283257,Soft Soil,-3.4005313532024246,140.43221257285427,-3.4092502603894266,140.4286854397709,Stadium D,1
7.757960621774133,242.64778605892033,63.179612486107985,46.317987537900095,28399.267479627426,Soft Soil,23.62093506728199,-35.53527205955942,23.630604799812414,-35.54249326677187,Open Ground B,1
6.891280147280738,464.2964458004728,90.33556409046089,28.91787316734076,25312.40104587157,Soft Soil,2.196817821163762,-7.627710353219811,2.1884688345990204,-7.625507005066017,Hillside Safe Zone G,1
4.0141211628758375,337.46254116713595,101.82666718247418,31.88465743554615,27573.713617176738,Clay,-46.229007025339506,-96.92546130800947,-46.231637362151346,-96.92246724115945,Open Ground B,0
4.013964382185318,516.9997270444256,121.13090460527204,69.69482583643939,8640.767766660212,Soft Soil,49.322900910882595,136.09198575376496,49.319022016387855,136.08895718158087,Basement Bunker I,0
3.3775434790932963,672.8455308560018,127.7300144817472,56.75580339914962,10133.541180478986,Sandy,-11.241611417624128,-130.02892073197347,-11.245860374171661,-130.03007910302932,Public Park C,0
8.63014494753708,81.58268140063825,227.85817274376797,48.64941309772571,14150.770492871849,Rocky,-28.16078712999819,150.1639702092799,-28.151452313842622,150.16971561667094,Metro Shelter H,1
6.907247576330857,496.69740147864263,254.78659541302062,20.277407877617403,6803.599930659729,Clay,-39.31289643290659,42.16140408283323,-39.30539312654424,42.152538895339504,Open Ground B,0
7.602471755674296,161.24090894248016,154.43960406317797,87.54556874989034,14016.135411667832,Clay,68.035157806629,-91.76973567701938,68.03167071440467,-91.76114573825726,Hillside Safe Zone G,1
3.1337992129227157,290.13370918529847,453.6482099603641,78.1020447507406,375.1303987202451,Rocky,-36.31005338999625,-26.594828063182575,-36.306553893901565,-26.587186344631682,Open Ground B,0
9.304414039052963,23.003908056597876,276.5698616694773,14.06386017392296,26338.343473040033,Clay,36.31846330525316,-143.42008601408503,36.31133295491866,-143.42561208401884,Public Park C,1
8.410877165202741,95.13516760488926,393.73846401670335,36.73884546021367,4952.591800545344,Rocky,-35.82639272703135,34.00063432036191,-35.82537104673325,33.99930901103038,Metro Shelter H,0
4.380204219408795,223.84410233422977,462.1189162104217,54.213209363889135,15075.350084362703,Clay,-45.441431711088306,110.5028242865937,-45.434138886786315,110.49601126477474,Basement Bunker I,0
4.181862286846155,239.39006370158947,81.5675572879026,45.4338622771532,27871.912132574696,Rocky,-14.745618017028107,54.722279727276884,-14.736975028967331,54.71698352200969,Metro Shelter H,0
4.192129314047319,629.7096515234671,213.93724185781727,39.77958387377384,24647.378024087033,Rocky,79.64225548212485,-120.55519208067139,79.64019011387172,-120.55073313108633,Community Center A,0
4.977574579236995,519.2690364865606,216.6052008573044,71.88318975605293,23306.124883764496,Sandy,59.131503544819,18.77597823301673,59.12646430696249,18.78118699645767,Open Ground B,1
6.410916805609546,680.5280777309288,177.2361252191771,5.450350423783745,18202.824615316662,Rocky,-40.09281227793801,118.02503638040116,-40.09827610346758,118.02967294819379,Plaza J,0
5.807642621173752,419.3500572346684,4.45293327581997,47.14103391259419,13144.577227941249,Rocky,-24.83009646092492,129.84735096073166,-24.827343537006726,129.8387684538052,Stadium D,1
4.892989411287273,169.1996124639226,407.9860538890475,26.218169038960138,13436.517394055149,Silt,19.471163307653228,88.22900623216793,19.468948740556915,88.22151572292614,Open Ground B,0
6.977043815695467,229.35852094515,55.7796607769514,8.461838523475896,2700.271529836743,Clay,-13.053140867453038,-48.50079729771349,-13.058496284497775,-48.49775473793219,Public Park C,0
3.9067100942382718,223.88514630437695,497.74029896087944,46.48871580029655,2037.1000631699137,Clay,66.99635661551417,172.62674980910407,66.99867910523832,172.62752243474495,Hillside Safe Zone G,0
